,text,category,rank
700,8 hours ,SLEEP,4
701,I worked out,WORKOUT,3
702,Stress free ,STRESS,4
703,On point ,FOOD,4
704,64,WATER,4
705,"Had a bunch of great verb meetings.  Keep pushing forward.  

Didn't workout that much ",WORKOUT,Can't rate
706,Less than 5 ,SLEEP,1
707,Yes ,WORKOUT,4
708,7,SLEEP,3
709,No,WORKOUT,1
710,7 hrs ,SLEEP,3
711,Yes,WORKOUT,Can't rate
712,8,SLEEP,4
713,My stress was good all week,STRESS,Can't rate
714,Saturday I was stress free,STRESS,4
715,Food on Saturday is what I said I was almost perfect but not on point,FOOD,3
716,On point,FOOD,4
717,64oz for sure,WATER,4
718,Stress free,STRESS,4
719,30,WATER,2
720,Less than 5,SLEEP,2
721,Yesterday was stress free,STRESS,4
722,Yesterday I had 64oz of water,WATER,4
723,6.5,SLEEP,2
724,8 hours last night,SLEEP,4
725,"Ate well I had an egg and half an English muffin for breakfast, a sandwich on while wheat with grilled chicken, turkey bacon, onion, tomato, and lettuce for lunch, oatmeal for dinner, popcorn for Mack ",FOOD,3
726,8,SLEEP,4
727,8+ hrs,SLEEP,4
728,Stress free,STRESS,4
729,"I had a great workout and pushed myself hard on the last round. 
I could really have done better with my mood towards the end of the day.",WORKOUT,Can't rate
730,No,WORKOUT,Can't rate
731,Almost perfect ,FOOD,3
732,Stress free,STRESS,4
733,8,SLEEP,4
734,N,WORKOUT,Can't rate
735,8+ hours,SLEEP,4
736,Not working out today,WORKOUT,1
737,Handling it,STRESS,3
738,Yes,FOOD,Can't rate
739,32,WATER,3
740,6,SLEEP,2
741,No,WORKOUT,1
742,Almost perfect ,FOOD,3
743,Didn't workout. 7 hours ,WORKOUT,Can't rate
744,4 hours ,SLEEP,1
745,On point,FOOD,4
746,7,SLEEP,3
747,Great!,WORKOUT,Can't rate
748,Handled. I actually left the office today because I needed to strategize the year and I couldn't because the tasks at hand were interrupting my ability to focus on the future. Seems like there is always to much shit to do but if we don't plan a future there won't be a future ,STRESS,Can't rate
749,80,WATER,4
750,stress free,STRESS,4
751,three cups of coffee,FOOD,3
752,"lazer focus on software im building, dinner was leftover pizza, could have done better",FOOD,3
753,8,SLEEP,4
754,on point,FOOD,4
755,yes,WORKOUT,Can't rate
756,6 1/2,SLEEP,2
757,7,SLEEP,3
758,Slept 7 hours ,SLEEP,3
759,Workout was great ,WORKOUT,4
760,Pretty stress free,STRESS,4
761,Had a cappuccino for breakfast...was not hungry ,FOOD,Can't rate
762,Need to step up ,FOOD,2
763,I got a workout in with tight schedule regardless of how I felt. I didn't meditate which I need to get back into ,WORKOUT,Can't rate
764,Yes ,WORKOUT,Can't rate
765,Slept 9 hours and it was great ,SLEEP,4
766,6 hours and yes ,SLEEP,2
767,6 hrs very unbroken sleep ,SLEEP,2
768,Very good ,FOOD,4
769,"Feeling a stressed, dealing with a situation ",STRESS,1
770,About 48 oz ,WATER,3
771,7,SLEEP,3
772,Day off ,STRESS,2
773,On point ,FOOD,4
774,7 ,SLEEP,3
775,Handled ok ,STRESS,3
776,On point ,FOOD,4
777,Golf ,WORKOUT,Can't rate
778,7 hrs ,SLEEP,3
779,Slept 5 hours,SLEEP,1
780,Good,FOOD,4
781,Intention for the day - day 3 of clean eating ,FOOD,4
782,7 hrs of sleep ,SLEEP,3
783,5,STRESS,Can't rate
784,8+ hours,SLEEP,4
785,4,SLEEP,1
786,8 hours,SLEEP,4
787,Not good today,FOOD,1
788,More like 32oz,WATER,3
789,7,SLEEP,3
790,7,SLEEP,3
791,6,SLEEP,2
792,Last night I had some kashi cereal last night after 8 ,SLEEP,4
793,64,WATER,4
794,Handled,STRESS,3
795,Almost 64,WATER,4
796,I ate too much,FOOD,Can't rate
797,I worked out hard,WORKOUT,3
798,6,SLEEP,2
799,Yes,WORKOUT,Can't rate
800,On point,FOOD,4
801,"Relaxed. Good.
Didn't track food.",STRESS,4
802,No,WORKOUT,Can't rate
803,6.5 hrs ,SLEEP,3
804,Kind of stress free for now ,STRESS,4
805,"Had a good day today, but of coarse it's not ending well!",FOOD,4
806,On my way ,WORKOUT,Can't rate
807,Probably need to step it up ,FOOD,2
808,Almost perfect ,FOOD,3
809,"Stress free.  
",STRESS,4
810,64,WATER,4
811,Less than 5,SLEEP,1
812,7 hours,SLEEP,3
813,I did a light worked ,WORKOUT,Can't rate
814,Handled,STRESS,3
815,On point,FOOD,4
816,64,WATER,4
817,6.5,SLEEP,2
818,"Killed it at poker again.

Ate 4 slices of pizza.",SLEEP,1
819,"Danced at wedding.
Didn't eat all the garbage but could've done better!",FOOD,1
820,Not yet ,FOOD,1
821,Almost perfect,FOOD,3
822,A few sips,WATER,2
823,64,WATER,4
824,8+,SLEEP,4
825,Stress free,STRESS,4
826,On point ,FOOD,4
827,Stress free ,STRESS,4
828,7,SLEEP,3
829,"Yes.  emom 

",STRESS,Can't rate
830,32,WATER,3
831,Handled,STRESS,Can't rate
832,Good,FOOD,4
833,Almost perfect,FOOD,3
834,Less than 5,SLEEP,1
835,7 hrs ,SLEEP,3
836,Yes I worked out,WORKOUT,3
837,Feel good ,SLEEP,Can't rate
838,7 hours,SLEEP,3
839,Ok on point ,FOOD,4
840,Overwhelmed,STRESS,2
841,Gallon for sure ,WATER,Can't rate
842,Yes,WORKOUT,Can't rate
843,7 hrs ,SLEEP,3
844,"Feeling a little stressed, but handling it.",STRESS,1
845,"Was on point, but did some stress eating which I'm mad about.",STRESS,Can't rate
846,Not enough ,WATER,2
847,8 ,SLEEP,4
848,Handled what was thrown my way,STRESS,3
849,7,SLEEP,3
850,Yes,WORKOUT,Can't rate
851,Need to step it up,FOOD,2
852,Yes. Judo,WORKOUT,Can't rate
853,7 hours and 30 pushups,SLEEP,3
854,On point,FOOD,4
855,Stress free 64 ozs,STRESS,4
856,7,SLEEP,3
857,No,WORKOUT,1
858,6 hours ,SLEEP,2
859,"Good morning Verb!
7 hrs sleep",SLEEP,3
860,Going to do my burpees today.  We are traveling another 5 hrs today ,SLEEP,2
861,No workout yet ,WORKOUT,1
862,Handled my self :),STRESS,3
863,6hrs,SLEEP,2
864,8 plus,SLEEP,4
865,Not yet,FOOD,1
866,On point ,FOOD,4
867,Stress free,STRESS,4
868,64 oz,WATER,4
869,"Exercised well, could've eaten better towards the end of the night ",FOOD,Can't rate
870,Did nothing well. Could do everything better.,STRESS,Can't rate
871,7,SLEEP,3
872,5.2,SLEEP,2
873,6 hrs,SLEEP,2
874,On point ,FOOD,4
875,64 oz,WATER,4
876,Stressed but making it through ,STRESS,1
877,Landed a huge account. Bought my assistant lunch. Could have taken more breaks and worked out ,WORKOUT,3
878,7,SLEEP,3
879,Training after a 7 hour flight ✈️ ,SLEEP,3
880,5hrs ,SLEEP,2
881,Yes,WORKOUT,Can't rate
882,7.5 hrs ,SLEEP,4
883,Stress ,STRESS,3
884,On point ,FOOD,4
885,64 for sure ,WATER,4
886,8,SLEEP,4
887,Handled what was thrown my way,STRESS,3
888,7,SLEEP,3
889,Yes,WORKOUT,Can't rate
890,Need to step it up,FOOD,2
891,64,WATER,4
892,7 hrs,SLEEP,3
893,6,SLEEP,2
894,Stress free,STRESS,4
895,Step it up,FOOD,2
896,Sips,WATER,2
897,"I cooked a low carb dinner. Good.

Had Burger King for lunch. Bad.",FOOD,4
898,"Worked out hard and learned new boxing techniques.

Lazy at work.",WORKOUT,3
899,Yes x2,WORKOUT,Can't rate
900,5hr,SLEEP,1
901,6!,SLEEP,2
902,Handled ,STRESS,3
903,8+,SLEEP,4
904,60-80,WATER,3
905,I finished eating at 8 and am done for the nighg  ,FOOD,Can't rate
906,I didn't meditate ,FOOD,Can't rate
907,Stress free ,STRESS,4
908,Almost perfect ,FOOD,3
909,11,SLEEP,4
910,Flu ,WORKOUT,Can't rate
911,32 ,WATER,3
912,7 hours,SLEEP,3
913,Good workout,WORKOUT,Can't rate
914,Yes,FOOD,Can't rate
915,6,SLEEP,2
916,8,SLEEP,4
917,1 shitty,WORKOUT,Can't rate
918,7,SLEEP,3
919,6+,SLEEP,2
920,Handled. ,STRESS,3
921,64 easy,WATER,4
922,Yes boxing and swimming ,WORKOUT,Can't rate
923,Did through emails when I didn't want to.  Do better.  Had some ice cream and a calzone for dinner.  So off the diet a bit. ,FOOD,2
924,On point ,FOOD,4
925,7 hours of restless sleep (drank a little too much),SLEEP,3
926,On point ,FOOD,4
927,64oz for sure,WATER,4
928,6 ,SLEEP,2
929,6,SLEEP,2
930,8+,SLEEP,4
931,8 hours ,SLEEP,4
932,On point,FOOD,4
933,Stress free,STRESS,4
934,Good.,FOOD,4
935,Stress free (4),STRESS,4
936,Good,FOOD,4
937,Healthy (4),WATER,1
938,6 ,SLEEP,2
939,Stress free ,STRESS,4
940,Yes ,WORKOUT,Can't rate
941,Stress fucking free,STRESS,3
942,6,SLEEP,2
943,Yes ,WORKOUT,Can't rate
944,Stress free today ,STRESS,4
945,6,SLEEP,2
946,4:30am,SLEEP,1
947,Around 10:00,SLEEP,4
948,6:00 am,WORKOUT,Can't rate
949,Great ,SLEEP,Can't rate
950,64 for sure ,WATER,4
951,8,SLEEP,4
952,7,SLEEP,3
953,Stress free ,STRESS,4
954,Almost perfect ,FOOD,3
955,64,WATER,4
956,Yes,WORKOUT,Can't rate
957,8+,SLEEP,4
958,7,SLEEP,3
959,Stress free! ,STRESS,4
960,On point ,FOOD,4
961,64,WATER,4
962,"Did well with client relations. 

Could have worked more ",WORKOUT,Can't rate
963,7 hours ,SLEEP,3
964,Not yet. ,FOOD,1
965,7,SLEEP,3
966,Handled,STRESS,1
967,8,SLEEP,4
968,Not yet. ,FOOD,1
969,8+,SLEEP,4
970,Stress free ,STRESS,4
971,On point ,FOOD,4
972,8+ hrs,SLEEP,4
973,Stress free ,STRESS,4
974,64oz for sure ,WATER,4
975,On point,FOOD,4
976,7. ,SLEEP,3
977,Golf today so that's my workout ,WORKOUT,Can't rate
978,Handled ,STRESS,3
979,7,SLEEP,3
980,7,SLEEP,3
981,2 scrambled ,SLEEP,1
982,Eggs,FOOD,2
983,5hours,SLEEP,2
984,Almost perfect ,FOOD,3
985,On point,FOOD,4
986,Didn't workout yet,WORKOUT,Can't rate
987,Handled,STRESS,Can't rate
988,Ate my own food and I could have been more diligent with the water,FOOD,4
989,"60
Oz",WATER,3
990,7 plus,SLEEP,3
991,Do better: get more sleep.  Day just ran out ,WORKOUT,3
992,Less than 5. ,SLEEP,2
993,Handled ,STRESS,3
994,Yes Judo ,WORKOUT,Can't rate
995,Handled some difficult calls and happy about Headcase podcast kick off. ,STRESS,3
996,7.5 hrs ,SLEEP,4
997,Almost perfect ,FOOD,3
998,7hrs,SLEEP,3
999,"645 82%
Rested ",SLEEP,4
1000,Stress free,STRESS,4
1001,64oz for sure,WATER,4
1002,"I really focused on meeting my macros, having a good workout and feeling good on that front. 

I need to keep my cool and my patience particularly with the kids. I know it's a reflection of my frustration with where I am in my life with everything - job, weight...etc ",WORKOUT,4
1003,Yes! 💪🏼,WORKOUT,Can't rate
1004,On point,FOOD,4
1005,Stress free ,STRESS,4
1006,Rest day,WORKOUT,Can't rate
1007,Less than ,SLEEP,1
1008,On point! ,FOOD,4
1009,On point,FOOD,4
1010,8,SLEEP,4
1011,Slept like 10 hours it was glorious ,SLEEP,4
1012,I did not work out. Still recovering from the bug. Chose sleep instead,SLEEP,Can't rate
1013,Intention...continue clean eating when I'm not at a party,FOOD,4
1014,I had a few pieces of Quaker Oats squares for breakfast...didn't want to push it ,FOOD,3
1015,Got around 7 hours of sleep,SLEEP,3
1016,And yes I worked out!,WORKOUT,3
1017,"I did boost - I didn't pay attention to total cals, I need to get used to doing that, but I kept watching avg cals/hour and tried to be consistent. I loved today's workout and felt like I got a lot out of it ",STRESS,1
1018,Stress free so far,STRESS,4
1019,Less than 5 but I'm going back to sleep,SLEEP,1
1020,Didn't workout ::hangs head in shame::,WORKOUT,Can't rate
1021,I went to a cocktail party and an Italian restaurant and didn't eat carbs. ,FOOD,1
1022,I didn't go to the gym. I just felt drained and my foot hurt and I should've rallied but I slept and caught up on work.,WORKOUT,Can't rate
1023,Handling,STRESS,3
1024,7 hrs ,SLEEP,3
1025,Played golf so yes ,WORKOUT,Can't rate
1026,Handled what was thrown my way ,STRESS,3
1027,7,SLEEP,3
1028,Stress free,STRESS,4
1029,8+,SLEEP,4
1030,Overwhelmed,STRESS,2
1031,Less than 5.,SLEEP,2
1032,Because after 18 hours I'll just grab whatever to eat.  I don't care what it is as I'm losing my mind and my back and mybass are killing me.,SLEEP,4
1033,Workout was a lot of volume and good,WORKOUT,Can't rate
1034,Food- cheat day ,FOOD,Can't rate
1035,Stress handled,STRESS,3
1036,80 oz,WATER,4
1037,I got 8 ,WORKOUT,Can't rate
1038,7 hours ,SLEEP,3
1039,Stress free ,STRESS,4
1040,8,SLEEP,4
1041,5,SLEEP,1
1042,Stress free ,STRESS,4
1043,On point ,FOOD,4
1044,64oz,WATER,4
1045,Yes,WATER,Can't rate
1046,7,SLEEP,3
1047,No yet ,FOOD,1
1048,Yes I'll keep using verb ,SLEEP,Can't rate
1049,Handled what was thrown my way ,SLEEP,Can't rate
1050,7 ,SLEEP,3
1051,Yes ,WORKOUT,Can't rate
1052,On point ,FOOD,4
1053,32 ,WATER,3
1054,"Worked out 3 sessions.

Still smoking.",SLEEP,1
1055,7,SLEEP,3
1056,Overwhelmed,STRESS,2
1057,Almost perfect,FOOD,3
1058,Almost perfect ,FOOD,3
1059,Handled what was thrown my way very well,STRESS,3
1060,Didnt have a great workout ,WORKOUT,Can't rate
1061,8,SLEEP,4
1062,Yes,WORKOUT,4
1063,32,WATER,3
1064,8 hours,SLEEP,4
1065,On point food,FOOD,4
1066,6.5,SLEEP,2
1067,Handling what is thrown at me,STRESS,3
1068,Yes,WORKOUT,4
1069,I think I'm on point ,FOOD,4
1070,Stress free ,STRESS,4
1071,8 hours ,SLEEP,4
1072,"732 88%
Rested 💁🏻‍♀️",SLEEP,4
1073,Stress free,STRESS,4
1074,80oz and drinking away...,WATER,4
1075,"I hit my macros, hit my 5am class... back at it full force. 
Arraigned my macros better so while in deficit I do not feel hungry.",FOOD,Can't rate
1076,"Yes, I did",WORKOUT,Can't rate
1077,On point,FOOD,4
1078,Less than ,SLEEP,1
1079,Stress free ,STRESS,4
1080,On point! ,FOOD,4
1081,7 hrs,SLEEP,3
1082,Stress free,STRESS,4
1083,In point,FOOD,4
1084,64oz,WATER,4
1085,"Finished up a job, saved it really!!! Realized how hard yet rewarding and grateful I am to be doing this - owning my own business!  putting in the hard work and praying for more work!

Time management should be my priority and making it to the gym before work hours!",SLEEP,Can't rate
1086,Yes!,FOOD,Can't rate
1087,7,SLEEP,3
1088,Woo that was a good one .  The emom. I did it alone ,WORKOUT,Can't rate
1089,8,SLEEP,4
1090,4,SLEEP,1
1091,5 hours ,SLEEP,1
1092,My food wasn't great and I haven't been feeling great since rowing has ended because I feel like I lost sight of my goal and didn't eat/drink how I should have and would have if I had practice ,FOOD,4
1093,Drank 32 oz ,WATER,3
1094,Going to crossft tonight tho!,SLEEP,Can't rate
1095,8,SLEEP,4
1096,Yes,WORKOUT,Can't rate
1097,On point ,FOOD,4
1098,stress free,STRESS,4
1099,8,SLEEP,4
1100,8hrs,SLEEP,4
1101,Overwhelmed ,STRESS,2
1102,6 hours of really good sleep,SLEEP,2
1103,"6.5 hours
I worked out",SLEEP,3
1104,Less than 5 hrs,SLEEP,2
1105,Overwhelmed,STRESS,2
1106,Grief. I'm working through it now that I'm not on pills.,WORKOUT,Can't rate
1107,No,WORKOUT,Can't rate
1108,6,SLEEP,2
1109,Handled :),STRESS,1
1110,"Took boat out on lake.

Dropped flashlight into water.",WATER,Can't rate
1111,Overwhelmed ,STRESS,2
1112,Almost perfect ,FOOD,3
1113,6 hours ,SLEEP,2
1114,80+,WATER,4
1115,Stress free ,STRESS,4
1116,6,SLEEP,2
1117,8,SLEEP,4
1118,After work,WORKOUT,Can't rate
1119,"Yesterday's highlight: I was able to manage adversity well even with family, just let it go and not get all worked up over other people's nonsense! YES!

Time management, killing me!  The busier we get the busier life gets the more managed I have to be!",WATER,Can't rate
1120,7,SLEEP,3
1121,Shitty,FOOD,1
1122,6 hrs,SLEEP,2
1123,Overwhelmed ,STRESS,2
1124,"Not
Good",FOOD,1
1125,Thanks I appreciate it.  I told Briana but haven't heard from her.  This is what happened on my last workout on Monday. ,WORKOUT,Can't rate
1126,"Yes, I ran 4 miles on Sunday I felt awesome ",SLEEP,1
1127,I was good after Miami.  ,FOOD,4
1128,Mmm i don't mind at all let me see the kids grab the bus at 749 we can maybe do 545? Then I can try the bike for a bit maybe or something so I don't get all anxious about not working out yet another day 🤦🏻‍♀️,WATER,4
1129,"Perfect, thanks! ",FOOD,4
1130,No gym yesterday or today and am thinking maybe another day off.,WORKOUT,Can't rate
1131,No,WORKOUT,Can't rate
1132,6.25,SLEEP,2
1133,Handled ,STRESS,1
1134,On point ,FOOD,4
1135,72+ and more tonight ,WATER,4
1136,"Did well was walk my staff through our financial statements.  
Do better
Ate too much bread at dinner last night. ",FOOD,3
1137,About 6.5 hrs ,SLEEP,3
1138,7,SLEEP,3
1139,Stress free ,STRESS,4
1140,Good ,FOOD,4
1141,7 ,WORKOUT,Can't rate
1142,5.5 hours sleep,SLEEP,2
1143,I drank 64oz yesterday.,WATER,4
1144,I got 8+ hrs of sleep,SLEEP,4
1145,Somewhat stressed,STRESS,1
1146,Nearly 64oz,WATER,4
1147,Almost perfect.,FOOD,3
1148,7 hours,SLEEP,3
1149,Stress free,STRESS,4
1150,On point,FOOD,4
1151,8 hours,SLEEP,4
1152,Stress free,STRESS,4
1153,On point ,FOOD,4
1154,64 for sure,WATER,4
1155,I think so. Still fighting the airplane cold.  Going to go back to set bed times to get rest.  Stress is starting to build bar work as banking and not able to get projects moved forward. ,STRESS,1
1156,Stress is building ,STRESS,3
1157,"Did well work with team on issues. 
Do better getting overwhelmed by too many high priority projects ",STRESS,2
1158,Food is on point ,FOOD,4
1159,Water over 64,WATER,4
1160,Workout : boxing ,WORKOUT,Can't rate
1161,7,STRESS,Can't rate
1162,Almost perfect,FOOD,3
1163,Handling,STRESS,3
1164,8+ and honestly I don't even know how to handle it,SLEEP,4
1165,Happening at 4!,WORKOUT,Can't rate
1166,Stress free,STRESS,4
1167,Whole Foods,FOOD,Can't rate
1168,Good - 5k intervals,FOOD,4
1169,Less than 5,SLEEP,1
1170, 7,SLEEP,3
1171,6:19,SLEEP,2
1172,Yes ,WORKOUT,Can't rate
1173,Stress fee thus far ,STRESS,3
1174,7:17,SLEEP,3
1175,Got up at 445 meditated and worked out. Spent too much money today ,WORKOUT,3
1176,Yes ,WORKOUT,Can't rate
1177,On point ,FOOD,4
1178,64,WATER,4
1179,On point ,FOOD,4
1180,8+ hours ,SLEEP,4
1181,Stress free ,STRESS,4
1182,Good workout today. I ran outside for 30 minutes,WORKOUT,3
1183,64oz for sure,WATER,4
1184,Good,FOOD,4
1185,Handled what was thrown my way well,STRESS,3
1186,7,SLEEP,3
1187,7 hours ,SLEEP,3
1188,Working out this evening ,WORKOUT,3
1189,Handled ,STRESS,1
1190,8,SLEEP,4
1191,Slept 8 hours ,SLEEP,4
1192,Run a minute/walk a minute for 30 minutes ,WATER,2
1193,7 hrs ,SLEEP,3
1194,"Did legs and shoulders at the gym. 
Then took a spin class ",WORKOUT,Can't rate
1195,8,SLEEP,4
1196,Rest day,SLEEP,Can't rate
1197,7,SLEEP,3
1198,No,WORKOUT,1
1199,Workout good,WORKOUT,Can't rate
1200,6.5,SLEEP,2
1201,7,SLEEP,3
1202,"On point 

Handled what was thrown my way 

64 oz for sure

",WATER,4
1203,Yes,WORKOUT,Can't rate
1204,5 1/2,SLEEP,2
1205,CrossFit Workout Annie! Crushed it,WORKOUT,Can't rate
1206,Almost perfect ,FOOD,3
1207,Stress free,STRESS,4
1208,Lol I know it's not water but.....,WATER,Can't rate
1209,Got it. Than 64,WATER,4
1210,Good day crushing my workout getting back into the gym. Not to heavy but lots of fitness,WORKOUT,Can't rate
1211,Could have gone better tonight being solo with the kids running around getting them to sleep. ,SLEEP,Can't rate
1212,I cooked dinner for the family before I left to go work at the bar. I could have been better being patient with the kids,FOOD,3
1213,Question does coffee count?,FOOD,3
1214,Yes,WORKOUT,Can't rate
1215,Almost perfect ,FOOD,3
1216,64+,WATER,4
1217,About 5.5 hrs ,SLEEP,2
1218,9,SLEEP,4
1219,Not yet ,FOOD,1
1220,Stress free today,STRESS,4
1221,"I had eggs, yogurt, and fruit for breakfast ",FOOD,3
1222,And like a mixed green salad for lunch,FOOD,4
1223,A lot,WATER,Can't rate
1224,Food almost perfect,FOOD,3
1225,About 32 oz of water,WATER,3
1226,6 hrs ,SLEEP,2
1227,Less than 5,SLEEP,2
1228,On point ,FOOD,4
1229,8 hours ,SLEEP,4
1230,64 oz for sure,WATER,4
1231,Handled what was thrown my way,STRESS,3
1232,5hrs,SLEEP,2
1233,Stress free ,STRESS,4
1234,On point ,FOOD,4
1235,32oz,WATER,3
1236,No,WORKOUT,Can't rate
1237,8 hours last night,SLEEP,4
1238,Stress free ,STRESS,4
1239,Need to step it up,FOOD,2
1240,7,SLEEP,3
1241,64 for sure ,WATER,4
1242,Whole Foods!,FOOD,Can't rate
1243,No stress,STRESS,4
1244,No,WORKOUT,1
1245,9 hours,SLEEP,4
1246,64 oz,WATER,4
1247,It's a nice gym,WORKOUT,Can't rate
1248,7,SLEEP,3
1249,5 hours ,SLEEP,2
1250,Exhausted ,SLEEP,2
1251,Stress free right now ,STRESS,4
1252,"No, can't workout today. ",WORKOUT,Can't rate
1253,Stress free ,STRESS,4
1254,Run a few mile ,WORKOUT,Can't rate
1255,8,SLEEP,4
1256,4 hrs ,SLEEP,1
1257,2. Distracted by stress,STRESS,3
1258,"1. Workout was good, the -15lbs. We're perfect ",WORKOUT,4
1259,Got it! 2 miles... boom ,WORKOUT,Can't rate
1260,I started doing the 125 thrusters ,WORKOUT,Can't rate
1261,Yes ,WORKOUT,Can't rate
1262,Feel very distracted ,STRESS,Can't rate
1263,Stress free ,STRESS,4
1264, Not good. ,FOOD,4
1265,No,WORKOUT,1
1266,7,SLEEP,3
1267,Stress free!,STRESS,4
1268,"Had awesome potential partnership meeting 

Could have conveyed my standpoints better to a current partner ",FOOD,Can't rate
1269,6,SLEEP,2
1270,Yes,WORKOUT,Can't rate
